Occupation Name,Task Description,Importance
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set and adjust machine controls according to product specifications, using knowledge of machine operation.
Related occupations",81
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Brush or spray lubricating compounds on workpieces, or turn valve handles and direct flow of coolant against tools and workpieces.
Related occupations",74
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Lift and position workpieces, manually or with hoists, and secure them in hoppers or on machine tables, faceplates, or chucks, using clamps.
Related occupations",73
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Repair or replace machine parts, using hand tools, or notify engineering personnel when corrective action is required.
Related occupations",70
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Compute machine indexings and settings for specified dimensions and base reference points.
Related occupations",83
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Maintain stocks of machine parts and machining tools.
Related occupations",70
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Thread and hand-feed materials through machine cutters or abraders.
Related occupations",63
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Adjust air cylinders and setting stops to set traverse lengths and feed arm strokes.
Related occupations",60
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Slide spacers between buffs on spindles to set spacing.
Related occupations",44
"Hairdressers, Hairstylists, and Cosmetologists","Keep work stations clean and sanitize tools, such as scissors and combs.
Related occupations",91
"Hairdressers, Hairstylists, and Cosmetologists","Bleach, dye, or tint hair, using applicator or brush.
Related occupations",90
"Hairdressers, Hairstylists, and Cosmetologists","Cut, trim and shape hair or hairpieces, based on customers' instructions, hair type, and facial features, using clippers, scissors, trimmers and razors.
Related occupations",87
"Hairdressers, Hairstylists, and Cosmetologists","Schedule client appointments.
Related occupations",87
"Hairdressers, Hairstylists, and Cosmetologists","Update and maintain customer information records, such as beauty services provided.
Related occupations",86
"Hairdressers, Hairstylists, and Cosmetologists","Demonstrate and sell hair care products and cosmetics.
Related occupations",86
"Hairdressers, Hairstylists, and Cosmetologists","Analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.
Related occupations",85
"Hairdressers, Hairstylists, and Cosmetologists","Shampoo, rinse, condition, and dry hair and scalp or hairpieces with water, liquid soap, or other solutions.
Related occupations",84
"Hairdressers, Hairstylists, and Cosmetologists","Operate cash registers to receive payments from patrons.
Related occupations",83
"Hairdressers, Hairstylists, and Cosmetologists","Order, display, and maintain supplies.
Related occupations",80
"Hairdressers, Hairstylists, and Cosmetologists","Comb, brush, and spray hair or wigs to set style.
Related occupations",79
"Hairdressers, Hairstylists, and Cosmetologists","Develop new styles and techniques.
Related occupations",78
"Hairdressers, Hairstylists, and Cosmetologists","Apply water or setting, straightening or waving solutions to hair, and use curlers, rollers, hot combs and curling irons to press and curl hair.
Related occupations",78
"Hairdressers, Hairstylists, and Cosmetologists","Shape eyebrows and remove facial hair, using depilatory cream, tweezers, electrolysis or wax.
Related occupations",72
"Hairdressers, Hairstylists, and Cosmetologists","Shave, trim, and shape beards and moustaches.
Related occupations",68
"Hairdressers, Hairstylists, and Cosmetologists","Train or supervise other hairstylists, hairdressers, and assistants.
Related occupations",85
"Hairdressers, Hairstylists, and Cosmetologists","Massage and treat scalp for hygienic and remedial purposes, using hands, fingers, or vibrating equipment.
Related occupations",84
