,Combined Occupation,Best Match in Exposure Scores,Similarity Score
3386,Firstline supervisors of correctional officers,First-Line Supervisors of Correctional Officers,0.677469596185029
3387,Firstline supervisors of police and detectives,First-Line Supervisors of Police and Detectives,0.6987907281475497
3388,Firstline supervisors of firefighting and prevention workers,First-Line Supervisors of Firefighting and Prevention Workers,0.7581279766152297
3389,Firstline supervisors of security workers,Security Guards,0.3824983996566702
3390,Firstline supervisors of protective service workers all other,First-Line Supervisors of Personal Service Workers,0.3817116091337499
3391,Firefighters,Firefighters,1.0
3392,Fire inspectors,Fire Inspectors and Investigators,0.7962110761832079
3393,Bailiffs,Bailiffs,1.0
3394,Correctional officers and jailers,Correctional Officers and Jailers,1.0
3395,Detectives and criminal investigators,Detectives and Criminal Investigators,1.0000000000000002
3396,Fish and game wardens,Fish and Game Wardens,1.0
3397,Parking enforcement workers,Parking Enforcement Workers,1.0000000000000002
3398,Police officers,Police and Sheriff's Patrol Officers,0.5822520919357164
3399,Animal control workers,Animal Control Workers,1.0
3400,Private detectives and investigators,Private Detectives and Investigators,1.0000000000000002
3401,Security guards and gambling surveillance officers,Gambling Surveillance Officers and Gambling Investigators,0.6967874882664408
3402,Crossing guards and flaggers,Crossing Guards and Flaggers,1.0
3403,Transportation security screeners,Transportation Security Screeners,1.0000000000000002
3404,School bus monitors,School Psychologists,0.3293755674784446
3405,Other protective service workers,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.5043820455799014
3406,Chefs and head cooks,Chefs and Head Cooks,1.0000000000000002
3407,Firstline supervisors of food preparation and serving workers,First-Line Supervisors of Food Preparation and Serving Workers,0.7461088174818412
3408,Cooks,"Cooks, Restaurant",0.6703386459144159
3409,Food preparation workers,Food Preparation Workers,1.0000000000000002
3410,Bartenders,Bartenders,1.0
3411,Fast food and counter workers,Fast Food and Counter Workers,1.0
3412,Waiters and waitresses,Waiters and Waitresses,1.0
3413,Food servers nonrestaurant,"Food Servers, Nonrestaurant",1.0000000000000002
3414,Dining room and cafeteria attendants and bartender helpers,Dining Room and Cafeteria Attendants and Bartender Helpers,1.0
3415,Dishwashers,Dishwashers,1.0
3416,Hosts and hostesses restaurant lounge and coffee shop,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.0000000000000002
3417,Food preparation and serving related workers all other,Food Preparation Workers,0.641518932223655
3418,Firstline supervisors of housekeeping and janitorial workers,First-Line Supervisors of Housekeeping and Janitorial Workers,0.7393313056656927
3419,Firstline supervisors of landscaping lawn service and groundskeeping workers,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.8056329889631354
3420,Janitors and building cleaners,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.6324968620562944
3421,Maids and housekeeping cleaners,Maids and Housekeeping Cleaners,1.0000000000000004
3422,Pest control workers,Pest Control Workers,1.0
3423,Landscaping and groundskeeping workers,Landscaping and Groundskeeping Workers,1.0
3424,Tree trimmers and pruners,Tree Trimmers and Pruners,1.0
3425,Other grounds maintenance workers,"Maintenance Workers, Machinery",0.40268687081442917
3426,Supervisors of personal care and service workers,First-Line Supervisors of Personal Service Workers,0.608587426793046
3427,Animal trainers,Animal Trainers,1.0
3428,Animal caretakers,Animal Caretakers,1.0000000000000002
3429,Gambling services workers,First-Line Supervisors of Gambling Services Workers,0.6379665698994053
3430,Ushers lobby attendants and ticket takers,"Ushers, Lobby Attendants, and Ticket Takers",1.0
3431,Embalmers crematory operators and funeral attendants,Funeral Attendants,0.5715947160370813
3432,Morticians undertakers and funeral arrangers,"Morticians, Undertakers, and Funeral Arrangers",1.0000000000000002
3433,Barbers,Barbers,1.0
3434,Hairdressers hairstylists and cosmetologists,"Hairdressers, Hairstylists, and Cosmetologists",1.0
3435,Manicurists and pedicurists,Manicurists and Pedicurists,1.0000000000000002
3436,Skincare specialists,Skincare Specialists,1.0000000000000002
3437,Other personal appearance workers,Personal Financial Advisors,0.30732936819011875
3438,Baggage porters bellhops and concierges,Baggage Porters and Bellhops,0.8678110098404347
3439,Tour and travel guides,Travel Guides,0.7849277740067981
3440,Childcare workers,Childcare Workers,1.0000000000000002
3441,Exercise trainers and group fitness instructors,Exercise Trainers and Group Fitness Instructors,1.0000000000000002
3442,Recreation workers,Recreation Workers,1.0000000000000002
3443,Residential advisors,Residential Advisors,1.0
3444,Personal care and service workers all other,Personal Care Aides,0.6169466130451233
3445,FirstLine supervisors of retail sales workers,First-Line Supervisors of Retail Sales Workers,0.6759142113836542
3446,FirstLine supervisors of nonretail sales workers,First-Line Supervisors of Retail Sales Workers,0.42501142704450084
3447,Cashiers,Cashiers,1.0
3448,Counter and rental clerks,Counter and Rental Clerks,1.0
3449,Parts salespersons,Parts Salespersons,1.0
3450,Retail salespersons,Retail Salespersons,1.0000000000000002
3451,Advertising sales agents,Advertising Sales Agents,1.0000000000000002
3452,Insurance sales agents,Insurance Sales Agents,1.0000000000000004
3453,Securities commodities and financial services sales agents,"Securities, Commodities, and Financial Services Sales Agents",1.0000000000000002
3454,Travel agents,Travel Agents,1.0
3455,Sales representatives of services except advertising insurance financial services and travel,"Securities, Commodities, and Financial Services Sales Agents",0.4203369981707594
3456,Sales representatives wholesale and manufacturing,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.7051935148781835
3457,Models demonstrators and product promoters,Demonstrators and Product Promoters,0.8670354013856145
3458,Real estate brokers and sales agents,Real Estate Brokers,0.849729864537018
3459,Sales engineers,Sales Engineers,1.0
3460,Telemarketers,Telemarketers,1.0
3461,Doortodoor sales workers news and street vendors and related workers,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.5713182856788088
3462,Sales and related workers all other,Sales Managers,0.39624120503679106
3463,FirstLine supervisors of office and administrative support workers,First-Line Supervisors of Office and Administrative Support Workers,0.7406978578530983
3464,Switchboard operators including answering service,"Switchboard Operators, Including Answering Service",1.0
3465,Telephone operators,Telephone Operators,1.0
3466,Communications equipment operators all other,"Communications Teachers, Postsecondary",0.4335092800916924
3467,Bill and account collectors,Bill and Account Collectors,1.0000000000000002
3468,Billing and posting clerks,Billing and Posting Clerks,1.0
3469,Bookkeeping accounting and auditing clerks,"Bookkeeping, Accounting, and Auditing Clerks",1.0
3470,Gambling cage workers,Gambling Cage Workers,1.0
3471,Payroll and timekeeping clerks,Payroll and Timekeeping Clerks,1.0
3472,Procurement clerks,Procurement Clerks,1.0
3473,Tellers,Tellers,1.0
3474,Financial clerks all other,Financial Managers,0.49231840009766253
3475,Brokerage clerks,Brokerage Clerks,1.0
3476,Correspondence clerks,Correspondence Clerks,1.0
3477,Court municipal and license clerks,"Court, Municipal, and License Clerks",1.0
3478,Credit authorizers checkers and clerks,"Credit Authorizers, Checkers, and Clerks",1.0
3479,Customer service representatives,Customer Service Representatives,1.0
3480,Eligibility interviewers government programs,"Eligibility Interviewers, Government Programs",1.0000000000000002
3481,File clerks,File Clerks,1.0
3482,Hotel motel and resort desk clerks,"Hotel, Motel, and Resort Desk Clerks",1.0
3483,Interviewers except eligibility and loan,"Interviewers, Except Eligibility and Loan",1.0
3484,Library assistants clerical,"Library Assistants, Clerical",1.0000000000000002
3485,Loan interviewers and clerks,Loan Interviewers and Clerks,1.0000000000000002
3486,New accounts clerks,New Accounts Clerks,1.0
3487,Order clerks,Order Clerks,1.0
3488,Human resources assistants except payroll and timekeeping,"Human Resources Assistants, Except Payroll and Timekeeping",1.0000000000000002
3489,Receptionists and information clerks,Receptionists and Information Clerks,1.0
3490,Reservation and transportation ticket agents and travel clerks,Reservation and Transportation Ticket Agents and Travel Clerks,1.0000000000000002
3491,Information and record clerks all other,Receptionists and Information Clerks,0.4307634529206974
3492,Cargo and freight agents,Cargo and Freight Agents,1.0000000000000002
3493,Couriers and messengers,Couriers and Messengers,1.0
3494,Public safety telecommunicators,Public Safety Telecommunicators,1.0000000000000002
3495,Dispatchers except police fire and ambulance,"Dispatchers, Except Police, Fire, and Ambulance",1.0
3496,Meter readers utilities,"Meter Readers, Utilities",1.0
3497,Postal service clerks,Postal Service Clerks,1.0
3498,Postal service mail carriers,Postal Service Mail Carriers,1.0000000000000002
3499,Postal service mail sorters processors and processing machine operators,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1.0000000000000002
3500,Production planning and expediting clerks,"Production, Planning, and Expediting Clerks",1.0000000000000002
3501,Shipping receiving and inventory clerks,"Shipping, Receiving, and Inventory Clerks",1.0000000000000002
3502,Weighers measurers checkers and samplers recordkeeping,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.0
3503,Executive secretaries and executive administrative assistants,Executive Secretaries and Executive Administrative Assistants,1.0
3504,Legal secretaries and administrative assistants,Legal Secretaries and Administrative Assistants,1.0000000000000002
3505,Medical secretaries and administrative assistants,Medical Secretaries and Administrative Assistants,1.0000000000000004
3506,Secretaries and administrative assistants except legal medical and executive,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.0
3507,Data entry keyers,Data Entry Keyers,1.0
3508,Word processors and typists,Word Processors and Typists,1.0
3509,Desktop publishers,Desktop Publishers,1.0000000000000002
3510,Insurance claims and policy processing clerks,Insurance Claims and Policy Processing Clerks,1.0000000000000002
3511,Mail clerks and mail machine operators except postal service,"Mail Clerks and Mail Machine Operators, Except Postal Service",1.0000000000000004
