Occupation Name,Task Description,Importance,Verb-Noun Pairs
Firefighters,"Patrol burned areas after fires to locate and eliminate hot spots that may restart fires.
Related occupations",83,"[('burn', 'area'), ('eliminate', 'spot'), ('restart', 'fire')]"
Firefighters,"Collaborate with police to respond to accidents, disasters, and arson investigation calls.
Related occupations",83,[]
Firefighters,"Participate in fire drills and demonstrations of fire fighting techniques.
Related occupations",82,[]
Firefighters,"Prepare written reports that detail specifics of fire incidents.
Related occupations",82,"[('write', 'report'), ('detail', 'specific')]"
Firefighters,"Maintain knowledge of current firefighting practices by participating in drills and by attending seminars, conventions, and conferences.
Related occupations",82,"[('maintain', 'knowledge'), ('attend', 'seminar')]"
Firefighters,"Participate in physical training activities to maintain a high level of physical fitness.
Related occupations",81,"[('maintain', 'level')]"
Firefighters,"Protect property from water and smoke, using waterproof salvage covers, smoke ejectors, and deodorants.
Related occupations",81,"[('protect', 'property'), ('use', 'cover')]"
Firefighters,"Inform and educate the public on fire prevention.
Related occupations",81,"[('educate', 'public')]"
Firefighters,"Salvage property by removing broken glass, pumping out water, and ventilating buildings to remove smoke.
Related occupations",80,"[('remove', 'glass'), ('pump', 'water'), ('ventilate', 'building'), ('remove', 'smoke')]"
Firefighters,"Orient self in relation to fire, using compass and map, and collect supplies and equipment dropped by parachute.
Related occupations",80,"[('use', 'compass'), ('collect', 'supply')]"
Firefighters,"Clean and maintain fire stations and fire fighting equipment and apparatus.
Related occupations",80,"[('maintain', 'station')]"
Firefighters,"Inspect buildings for fire hazards and compliance with fire prevention ordinances, testing and checking smoke alarms and fire suppression equipment as necessary.
Related occupations",79,"[('inspect', 'building'), ('check', 'alarm')]"
Firefighters,"Take action to contain any hazardous chemicals that could catch fire, leak, or spill.
Related occupations",76,"[('take', 'action'), ('contain', 'chemical'), ('catch', 'fire')]"
Firefighters,"Extinguish flames and embers to suppress fires, using shovels or engine- or hand-driven water or chemical pumps.
Related occupations",74,"[('suppress', 'fire'), ('use', 'shovel')]"
Firefighters,"Administer first aid and cardiopulmonary resuscitation to injured persons or provide emergency medical care such as basic or advanced life support.
Related occupations",Not available,"[('provide', 'care')]"
Firefighters,"Search to locate fire survivors.
Related occupations",Not available,"[('locate', 'survivor')]"
Firefighters,"Train new employees to control and suppress fires.
Related occupations",Not available,"[('train', 'employee')]"
First-Line Supervisors of Construction Trades and Extraction Workers,"Inspect work progress, equipment, or construction sites to verify safety or to ensure that specifications are met.
Related occupations",87,"[('inspect', 'progress'), ('verify', 'safety')]"
First-Line Supervisors of Construction Trades and Extraction Workers,"Read specifications, such as blueprints, to determine construction requirements or to plan procedures.
Related occupations",84,"[('determine', 'requirement'), ('plan', 'procedure')]"
First-Line Supervisors of Construction Trades and Extraction Workers,"Supervise, coordinate, or schedule the activities of construction or extractive workers.
Related occupations",84,"[('schedule', 'activity')]"
First-Line Supervisors of Construction Trades and Extraction Workers,"Assign work to employees, based on material or worker requirements of specific jobs.
Related occupations",81,[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Coordinate work activities with other construction project activities.
Related occupations",79,[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Estimate material or worker requirements to complete jobs.
Related occupations",79,"[('complete', 'job')]"
First-Line Supervisors of Construction Trades and Extraction Workers,"Analyze worker or production problems and recommend solutions, such as improving production methods or implementing motivational plans.
Related occupations",78,"[('recommend', 'solution'), ('improve', 'method'), ('implement', 'plan')]"
First-Line Supervisors of Construction Trades and Extraction Workers,"Order or requisition materials or supplies.
Related occupations",76,[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Train workers in construction methods, operation of equipment, safety procedures, or company policies.
Related occupations",75,[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Locate, measure, and mark site locations or placement of structures or equipment, using measuring and marking equipment.
Related occupations",73,"[('mark', 'equipment')]"
First-Line Supervisors of Construction Trades and Extraction Workers,"Confer with managerial or technical personnel, other departments, or contractors to resolve problems or to coordinate activities.
Related occupations",73,"[('resolve', 'problem'), ('coordinate', 'activity')]"
First-Line Supervisors of Construction Trades and Extraction Workers,"Arrange for repairs of equipment or machinery.
Related occupations",71,[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Provide assistance to workers engaged in construction or extraction activities, using hand tools or other equipment.
Related occupations",69,"[('provide', 'assistance'), ('use', 'tool')]"
First-Line Supervisors of Construction Trades and Extraction Workers,"Record information, such as personnel, production, or operational data on specified forms or reports.
Related occupations",66,[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Suggest or initiate personnel actions, such as promotions, transfers, or hires.
Related occupations",61,"[('initiate', 'action')]"
First-Line Supervisors of Correctional Officers,"Take, receive, or check periodic inmate counts.
Related occupations",94,"[('check', 'count')]"
First-Line Supervisors of Correctional Officers,"Maintain order, discipline, and security within assigned areas in accordance with relevant rules, regulations, policies, and laws.
Related occupations",93,"[('maintain', 'order')]"
First-Line Supervisors of Correctional Officers,"Maintain knowledge of, comply with, and enforce all institutional policies, rules, procedures, and regulations.
Related occupations",93,"[('maintain', 'knowledge'), ('enforce', 'policy')]"
