Occupation Name,Task Description,Importance,Verb-Noun Pairs,Meaningful Verb-Noun Pairs,Unmeaningful Verb-Noun Pairs
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Clean work areas and equipment.
Related occupations",77,[],[],[]
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Erect scaffolding.
Related occupations",68,[],[],[]
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Fill cracks or breaks in surfaces of plaster articles or areas with putty or epoxy compounds.
Related occupations",67,[],[],[]
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Place articles to be stripped into stripping tanks.
Related occupations",51,[],[],[]
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Assist pipe fitters in the layout, assembly, and installation of piping for air, ammonia, gas, and water systems.
Related occupations",74,[],[],[]
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Requisition tools and equipment, select type and size of pipe, and collect and transport materials and equipment to work site.
Related occupations",71,[],[],[]
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Disassemble and remove damaged or worn pipe.
Related occupations",65,[],[],[]
Helpers--Production Workers,"Load and unload items from machines, conveyors, and conveyances.
Related occupations",80,[],[],[]
Helpers--Production Workers,"Place products in equipment or on work surfaces for further processing, inspecting, or wrapping.
Related occupations",78,[],[],[]
Helpers--Production Workers,"Remove products, machine attachments, or waste material from machines.
Related occupations",69,[],[],[]
Helpers--Production Workers,"Pack and store materials and products.
Related occupations",65,[],[],[]
Helpers--Production Workers,"Separate products according to weight, grade, size, or composition of materials used to produce them.
Related occupations",74,[],[],[]
Helpers--Production Workers,"Mark or tag identification on parts.
Related occupations",73,[],[],[]
Helpers--Production Workers,"Mix ingredients according to specified procedures or formulas.
Related occupations",71,[],[],[]
Helpers--Production Workers,"Record information, such as the number of products tested, meter readings, or dates and times of product production.
Related occupations",69,[],[],[]
Helpers--Production Workers,"Clean and lubricate equipment.
Related occupations",66,[],[],[]
Helpers--Production Workers,"Attach slings, ropes, or cables to objects such as pipes, hoses, or bundles.
Related occupations",59,[],[],[]
Helpers--Production Workers,"Position spouts or chutes of storage bins so that containers can be filled.
Related occupations",57,[],[],[]
Helpers--Production Workers,"Cut or break flashing from materials or products.
Related occupations",51,[],[],[]
Helpers--Roofers,"Check to ensure that completed roofs are watertight.
Related occupations",84,[],[],[]
Helpers--Roofers,"Sweep and clean roofs to prepare them for the application of new roofing materials.
Related occupations",84,[],[],[]
Helpers--Roofers,"Locate worn or torn areas in roofs.
Related occupations",81,[],[],[]
Helpers--Roofers,"Clean work areas and equipment.
Related occupations",80,[],[],[]
Helpers--Roofers,"Clear drains and downspouts and clean gutters.
Related occupations",63,[],[],[]
Highway Maintenance Workers,"Flag motorists to warn them of obstacles or repair work ahead.
Related occupations",84,[],[],[]
Highway Maintenance Workers,"Clean and clear debris from culverts, catch basins, drop inlets, ditches, and other drain structures.
Related occupations",80,[],[],[]
Historians,"Gather historical data from sources such as archives, court records, diaries, news files, and photographs, as well as from books, pamphlets, and periodicals.
Related occupations",78,[],[],[]
Historians,"Present historical accounts in terms of individuals or social, ethnic, political, economic, or geographic groupings.
Related occupations",72,[],[],[]
Historians,"Recommend actions related to historical art, such as which items to add to a collection or which items to display in an exhibit.
Related occupations",68,[],[],[]
Historians,"Advise or consult with individuals and institutions regarding issues such as the historical authenticity of materials or the customs of a specific historical period.
Related occupations",66,[],[],[]
Historians,"Trace historical development in a particular field, such as social, cultural, political, or diplomatic history.
Related occupations",66,[],[],[]
Historians,"Edit historical society publications.
Related occupations",66,[],[],[]
Historians,"Coordinate activities of workers engaged in cataloging and filing materials.
Related occupations",61,[],[],[]
"History Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",91,[],[],[]
"History Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.
Related occupations",85,[],[],[]
"History Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Related occupations",77,[],[],[]
"History Teachers, Postsecondary","Review books and journal articles for potential publication.
Related occupations",75,[],[],[]
"History Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",70,[],[],[]
"History Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",65,[],[],[]
"History Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",57,[],[],[]
"History Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",53,[],[],[]
"History Teachers, Postsecondary","Participate in campus and community events.
Related occupations",49,[],[],[]
"History Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",44,[],[],[]
Histotechnologists,"Embed tissue specimens into paraffin wax blocks, or infiltrate tissue specimens with wax.
Related occupations",97,[],[],[]
Histotechnologists,"Stain tissue specimens with dyes or other chemicals to make cell details visible under microscopes.
Related occupations",93,[],[],[]
Histotechnologists,"Compile materials for distribution to pathologists, such as surgical working drafts, requisitions, and slides.
Related occupations",91,[],[],[]
Hoist and Winch Operators,"Select loads or materials according to weight and size specifications.
Related occupations",78,[],[],[]
Hoist and Winch Operators,"Signal and assist other workers loading or unloading materials.
Related occupations",73,[],[],[]
Hoist and Winch Operators,"Oil winch drums so that cables will wind smoothly.
Related occupations",84,[],[],[]
Home Appliance Repairers,"Refer to schematic drawings, product manuals, and troubleshooting guides to diagnose and repair problems.
Related occupations",85,[],[],[]
Home Appliance Repairers,"Disassemble appliances so that problems can be diagnosed and repairs can be made.
Related occupations",83,[],[],[]
Home Appliance Repairers,"Respond to emergency calls for problems such as gas leaks.
Related occupations",82,[],[],[]
Home Appliance Repairers,"Record maintenance and repair work performed on appliances.
Related occupations",81,[],[],[]
Home Appliance Repairers,"Set appliance thermostats, and check to ensure that they are functioning properly.
Related occupations",71,[],[],[]
Home Appliance Repairers,"Clean and reinstall parts.
Related occupations",66,[],[],[]
Home Health Aides,"Bathe patients.
Related occupations",82,[],[],[]
Home Health Aides,"Entertain, converse with, or read aloud to patients to keep them mentally healthy and alert.
Related occupations",77,[],[],[]
Home Health Aides,"Direct patients in simple prescribed exercises or in the use of braces or artificial limbs.
Related occupations",62,[],[],[]
Hospitalists,"Admit patients for hospital stays.
Related occupations",96,[],[],[]
Hospitalists,"Conduct discharge planning and discharge patients.
Related occupations",95,[],[],[]
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Greet guests and seat them at tables or in waiting areas.
Related occupations",91,[],[],[]
