Verb,Noun
use,system
use,datum
train,network
use,network
identify,object
use,network
use,network
reduce,complexity
use,image
improve,network
apply,network
segment,object
generate,representation
use,network
determine,shape
use,system
spoof,system
use,network
use,network
derive,datum
tissue,information
use,network
analyze,datum
use,network
train,network
use,bottleneck
attribute,classification
use,network
distribute,network
use,network
use,network
use,network
train,network
use,network
perform,detection
detect,attack
prune,network
utilize,network
evaluate,route
use,network
predict,quality
sequence,result
use,network
identify,arrhythmia
detect,field
use,network
detect,face
estimate,selectivity
utilize,network
divide,method
train,network
use,space
use,network
process,parameter
use,network
generate,layout
use,network
determine,rule
use,network
use,network
use,network
perform,operation
edit,image
use,network
render,layer
use,network
question,network
use,network
classify,video
use,network
operate,network
model,relationship
generate,image
use,network
use,network
determine,descriptor
use,network
use,search
use,network
use,network
use,function
train,network
hold,control
support,band
customize,machine
leave,reconstruction
use,network
use,network
use,update
use,network
use,network
process,network
improve,enhancement
utilize,light
code,method
use,network
use,unit
use,network
use,function
use,network
detect,backdoor
use,gradient
use,network
train,network
gaze,prediction
optimize,control
use,network
implement,network
integrate,model
equalize,amplifier
use,mutation
boost,network
decode,code
use,network
use,network
use,network
use,network
generate,tree
use,network
approximate,network
predict,map
use,network
manage,network
use,plurality
receive,strength
use,network
use,network
determine,order
control,light
use,network
transform,operation
use,network
introduce,noise
detect,attack
merge,network
use,network
pose,detection
pose,network
use,space
use,network
perform,operation
use,network
use,network
automate,design
face,method
exploit,sparsity
enhance,signal
use,network
transform,signal
use,network
use,network
combine,model
use,network
use,network
train,network
use,computation
use,network
visualize,network
regularize,network
use,network
use,network
learn,setting
use,network
use,network
use,network
utilize,code
base,analysis
use,network
feature,method
use,network
train,network
use,information
use,network
crowd,method
adapt,datum
use,network
use,selection
use,input
train,network
use,knowledge
use,network
utilize,network
perform,content
use,network
use,network
decode,datum
implement,network
calculate,network
face,method
use,network
execute,network
calculate,value
train,weight
use,network
assess,quality
use,network
generate,sequence
use,network
use,classifier
use,network
monitor,process
use,network
implement,network
train,network
implement,network
detect,receptacle
use,network
spike,network
optimize,network
draw,recognition
realize,processing
use,network
use,network
use,augmentation
provide,datum
use,network
generate,tree
use,network
reduce,complexity
analyze,imaging
use,network
train,network
use,network
optimize,operation
use,network
use,network
detect,object
use,network
polish,device
use,network
learn,method
use,network
perform,navigation
use,network
use,network
generate,sequence
drive,fatigue
use,network
duel,network
use,network
lower,hardware
use,network
predict,form
mix,network
result,confirmation
use,network
utilize,network
evaluate,network
determine,pathology
design,resolution
design,network
read,algorithm
constrain,quantization
build,network
use,learning
search,model
use,network
use,network
determine,parameter
use,network
characterise,sample
use,network
learn,network
weld,method
use,network
use,network
use,network
use,network
train,network
use,output
augment,network
compress,network
use,network
use,network
augment,network
use,network
identify,corrosion
generate,code
perform,operation
learn,structure
improve,network
support,driving
perform,fusion
integrate,information
accelerate,training
use,descent
use,network
use,network
calibrate,neuron
generate,encoding
train,network
use,network
use,network
analyze,datum
analyze,network
use,network
preserve,prediction
use,network
optimize,network
draw,recognition
generate,voltage
execute,network
use,network
use,network
diagnose,fault
accelerate,optimization
prune,neuron
use,network
set,distance
perform,operation
move,method
use,network
use,network
enable,control
use,network
use,network
profile,datum
use,network
detect,obfuscation
use,network
identify,method
use,cost
use,network
train,network
use,update
use,network
learn,network
quantize,network
train,network
implement,network
face,method
learn,network
use,network
generate,representation
construct,network
increase,parallelism
decode,method
use,network
generate,representation
spike,network
use,network
perform,search
base,analysis
use,landmark
assist,reconstruction
enhance,prediction
use,video
use,network
use,signature
segment,area
detect,distraction
use,model
use,network
hear,device
comprise,detector
enhance,network
use,tree
use,analysis
parallelize,training
detect,obstacle
use,sensor
use,vector
use,network
use,network
use,network
use,network
use,network
track,target
object,recognition
use,network
communicate,configuration
generate,structure
adjust,coefficient
represent,network
utilize,path
improve,performance
object,recognition
use,network
handle,error
use,model
improve,recognition
use,loss
use,training
tune,layer
use,network
use,simulator
predict,request
select,parameter
use,propagation
enhance,network
use,pair
generate,parameter
use,network
utilize,network
generate,image
learn,structure
train,network
use,transformation
involve,network
detect,instance
use,sensor
perform,retrieval
use,network
use,image
perform,recognition
use,network
use,format
train,network
use,network
expand,image
block,point
use,mapping
learn,network
protect,model
use,network
assist,compression
accelerate,training
detect,obstacle
use,sensor
use,datum
implement,network
image,application
use,network
generate,image
utilize,framework
use,analysis
cluster,method
train,network
determine,position
integrate,reconstruction
use,network
train,network
use,network
perform,procedure
train,network
reflect,perception
find,content
extract,result
use,approximation
decode,method
use,network
generate,image
use,network
exploit,sparsity
use,network
use,network
face,method
use,network
use,image
wear,method
detect,object
determine,category
generate,datum
train,network
detect,method
learn,network
carry,detection
use,network
utilize,network
bound,technique
generate,image
reduce,size
learn,network
train,network
improve,recognition
use,training
use,network
generate,datum
use,network
produce,image
generate,signal
use,processor
select,model
train,model
classify,class
use,network
develop,model
classify,image
transpose,matrix
incorporate,element
use,network
base,evaluation
compress,parameter
train,network
monitor,state
use,model
segment,aorta
repair,network
generate,response
utilize,network
output,result
generate,network
use,network
control,system
use,architecture
train,network
use,network
assess,age
use,network
form,network
train,network
trace,arrangement
spike,accelerator
use,memory
use,network
train,network
classify,action
use,network
use,network
name,recognition
use,model
train,network
use,attention
process,layer
consider,correlation
use,network
defeat,denial
use,device
interpret,variant
use,network
suggest,name
have,network
defect,classification
have,synapse
utilize,network
process,datum
identify,contribution
utilize,network
rotate,datum
detect,method
reverse,network
train,network
use,network
